pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_eqt,st_mass,st_rad,st_teff,sy_dist,disc_year
"Kepler-249 d","Kepler-249",15.36845900000,0.0970000000,,,,0.14000000,,,0.482000,3568.00,190.40100000,2014
"TOI-5422 b","TOI-5422",5.37721900000,0.0619000000,0.094000,88.71000,28.00000000,0.81200000,1369.00,1.066000,1.474000,5820.00,346.14100000,2026
"KOI-94 d","KOI-94",22.34298900000,0.1684000000,0.022000,89.87100,0.33400000,1.00500000,806.00,1.277000,1.520000,6182.00,477.05200000,2013
"Kepler-251 b","Kepler-251",4.79093600000,0.0530000000,,,,0.11900000,,,0.890000,5526.00,924.62500000,2014
"Kepler-254 d","Kepler-254",18.74647700000,0.1390000000,,,,0.22300000,,,0.910000,5957.00,1389.48000000,2014
"Kepler-31 d","Kepler-31",87.64510000000,0.4000000000,,,6.80000000,0.34793470,,1.210000,1.220000,6340.00,1664.64000000,2014
"Kepler-32 d","Kepler-32",22.78020000000,0.1300000000,,,,0.24087787,,0.580000,0.530000,3900.00,323.84700000,2012
"Kepler-42 d","Kepler-42",1.86516900000,0.0154000000,,,,0.05100000,450.00,0.130000,0.170000,3068.00,40.05950000,2011
"Kepler-286 d","Kepler-286",5.91432300000,0.0610000000,,,,0.11900000,,,0.863000,5580.00,1226.85000000,2014
"TOI-5489 b","TOI-5489",3.15222000000,,,88.60000,,0.12489985,624.00,0.410000,0.420000,3547.00,45.09070000,2025
"Kepler-296 b","Kepler-296",10.86438400000,0.0790000000,0.330000,,,0.14363458,,0.498000,0.480000,3740.00,,2014
"Kepler-1731 b","Kepler-1731",21.76129913000,,,,,0.26166131,,0.781000,0.720000,4859.00,169.94800000,2021
"Kepler-63 b","Kepler-63",9.43415050000,0.0800000000,0.450000,87.80600,0.37800000,0.54500000,,0.984000,0.901000,5576.00,194.03300000,2013
"Kepler-253 b","Kepler-253",3.78398600000,0.0460000000,,,,0.14500000,,,0.786000,5208.00,838.59500000,2014
"TOI-5542 b","TOI-5542",75.12375000000,0.3320000000,0.018000,89.64300,1.32000000,1.00900000,441.00,0.890000,1.058000,5700.00,348.84900000,2022
"Kepler-603 c","Kepler-603",127.90757740000,,,,,0.57989116,,1.010000,1.010000,5808.00,1539.63000000,2016
"TOI-5573 b","TOI-5573",8.79758977000,0.0712000000,0.072000,89.01000,0.35000000,0.87000000,528.00,0.619000,0.594000,3790.00,186.56200000,2025
"KOI-351 g","KOI-351",210.73514000000,,0.029200,,0.04719528,,,1.242000,,,848.25400000,2013
"Kepler-11 b","Kepler-11",10.30390000000,0.0910000000,0.045000,89.64000,0.00600000,0.16100000,,0.961000,1.065000,5663.00,646.34600000,2010
"TOI-5592 b","TOI-5592",2.60858460000,0.0393500000,0.062000,81.14000,0.89900000,1.53000000,1789.00,1.194000,1.393000,6237.00,597.02600000,2025
"Kepler-18 b","Kepler-18",3.50472500000,0.0447000000,0.000000,84.92000,0.02200000,0.17800000,,0.972000,1.108000,5345.00,433.04700000,2011
"TOI-5616 b","TOI-5616",2.00284900000,0.0272000000,0.000000,88.13000,1.96332356,0.96100000,939.00,0.666000,0.646000,3996.00,390.41500000,2024
"Kepler-20 e","Kepler-20",6.09848820000,0.0637000000,0.092000,87.63000,0.00239123,0.07324484,1004.00,0.929000,0.916400,5495.00,282.56300000,2011
"KOI-351 d","KOI-351",59.73667000000,0.3200000000,,89.71000,,0.25600000,,1.200000,1.200000,6080.00,848.25400000,2013
"TOI-5634 A b","TOI-5634 A",2.20353730000,0.0272000000,0.000000,88.19000,1.85005489,0.92300000,837.00,0.556000,0.540000,3896.00,306.14400000,2024
"Kepler-16 b","Kepler-16",228.77600000000,0.7048000000,0.006900,90.03220,0.33300000,0.75380000,,0.689700,0.648900,4450.00,75.08520000,2011
"Kepler-908 b","Kepler-908",1.34059746800,,,,,0.10884111,,1.110000,1.120000,5973.00,290.84300000,2016
"TOI-5678 b","TOI-5678",47.73022000000,0.2490000000,0.140000,89.83000,0.06292704,0.43804161,513.00,0.905000,0.938000,5485.00,165.39300000,2023
"Kepler-911 b","Kepler-911",20.31050100000,,,,,0.23195646,,1.340000,1.990000,6112.00,556.16800000,2016
"TOI-5688 A b","TOI-5688 A",2.94815527000,0.0337900000,0.128000,87.05000,0.39000000,0.92000000,742.00,0.600000,0.570000,3713.00,226.31800000,2024
"HD 23472 f","HD 23472",12.16218390000,0.0906000000,0.070000,88.81000,0.00242269,0.10143652,630.00,0.670000,0.710000,4684.00,39.03410000,2022
"HD 23472 d","HD 23472",3.97664000000,0.0429800000,0.070000,87.95000,0.00173049,0.06691063,909.00,0.670000,0.710000,4684.00,39.03410000,2022
"Kepler-907 b","Kepler-907",15.86621821000,,,,,0.10705683,,1.080000,1.380000,6106.00,,2016
"HD 23472 e","HD 23472",7.90754000000,0.0680000000,0.070000,88.63000,0.00226537,0.07297720,723.00,0.670000,0.710000,4684.00,39.03410000,2022
"LHS 1678 d","LHS 1678",4.96522290000,0.0400000000,0.036000,88.31000,,0.08751911,,0.345000,0.329000,3490.00,19.87820000,2024
"TOI-1260 d","TOI-1260",16.60816400000,0.1116000000,0.000000,89.14000,0.03725281,0.27834824,499.00,0.679000,0.672000,4227.00,73.59770000,2022
"OGLE-2019-BLG-0362L b","OGLE-2019-BLG-0362L",,2.1800000000,,,3.26000000,,,0.420000,,,5830.00000000,2022
"KMT-2021-BLG-0171L b","KMT-2021-BLG-0171L",,3.5000000000,,,0.03523914,,,0.780000,,5200.00,4600.00000000,2022
"KMT-2021-BLG-1689L b","KMT-2021-BLG-1689L",,2.5000000000,,,0.14473219,,,0.580000,,4570.00,7200.00000000,2022
"TOI-5704 b","TOI-5704",3.77111600000,,,88.94000,,0.28792984,949.07,0.730000,0.757500,4590.00,89.63700000,2023
"Kepler-912 b","Kepler-912",2.53475627300,,,,,0.24979927,,1.070000,1.110000,5998.00,2004.72000000,2016
"TOI-5713 b","TOI-5713",10.44198900000,0.0600800000,0.240000,89.37000,,0.15790910,347.20,0.265300,0.299200,3225.00,40.86680000,2024
"TOI-5716 b","TOI-5716",6.76630000000,,,89.40000,,0.08564561,400.00,0.190000,0.220000,3436.00,39.41220000,2025
"TOI-5720 b","TOI-5720",1.43445550000,0.0182880000,,89.30000,0.01352931,0.09724345,708.00,0.383000,0.383000,3325.00,35.82560000,2024
"TOI-5726.01","TOI-5726",5.49112521500,0.0621860000,,,,0.22785301,,1.060000,1.106000,5874.00,108.84800000,2024
"TOI-5728 b","TOI-5728",11.49761000000,,,89.83000,,0.11687057,382.00,0.360000,0.370000,3419.00,54.70450000,2025
"TOI-5734 b","TOI-5734",6.18418760000,0.0592100000,,89.88000,0.02863180,0.18734977,688.00,0.724000,0.639000,4750.00,32.51020000,2026
"TOI-5736 b","TOI-5736",0.64899000000,,,84.50000,,0.13917412,1311.00,0.570000,0.580000,3949.00,92.36040000,2025
"Kepler-2000 b","Kepler-2000",6.38315913500,0.0562000000,0.000000,89.61000,,0.24355471,530.00,0.581000,0.576000,3757.00,320.58800000,2023
"Kepler-913 b","Kepler-913",10.29672521000,,,,,0.18378089,,0.630000,0.610000,4687.00,991.61800000,2016
"GJ 896 A b","GJ 896 A",284.39000000000,0.6396500000,0.350000,69.20000,2.26000000,,,0.435990,,,6.26022000,2022
"LP 890-9 c","LP 890-9",8.45746300000,0.0398400000,,89.28700,0.07960270,0.12195578,272.00,0.118000,0.155600,2850.00,32.42980000,2022
"Kepler-312 c","Kepler-312",19.74741200000,0.1530000000,,,,0.28100000,,,1.467000,6115.00,797.72000000,2014
"Wolf 327 b","Wolf 327",0.57347450000,0.0100000000,0.000000,84.89000,0.00796027,0.11062558,996.00,0.405000,0.406000,3542.00,28.53210000,2024
"Kepler-910 b","Kepler-910",2.36436901500,,,,,0.07315550,,1.260000,1.500000,6230.00,400.28900000,2016
"Kepler-914 b","Kepler-914",4.40966548000,,,,,0.12311535,,1.100000,1.150000,5877.00,753.72300000,2016
"HD 105618 b","HD 105618",10.02245000000,0.0910000000,0.455000,,0.08000000,,,1.010000,,,70.08370000,2022
"HD 105618 c","HD 105618",77114.07158000000,35.7310000000,0.126000,31.96800,26.49100000,,,1.010000,,,70.08370000,2022
"HD 109988 b","HD 109988",17132.15854000000,12.5180000000,0.056000,33.99200,21.82100000,,,0.880000,,,42.52790000,2022
"HD 110537 b","HD 110537",24469.67342000000,16.7140000000,0.401000,51.89100,27.09900000,,,1.020000,,,45.08580000,2022
"Kepler-909 b","Kepler-909",13.93290318000,,,,,0.13114462,,1.170000,1.230000,6154.00,309.59600000,2016
"HD 11112 b","HD 11112",17244.90764000000,13.3800000000,0.285000,144.87600,8.17600000,,,1.070000,,,44.38040000,2022
"HD 111232 c","HD 111232",26472.44623000000,17.2500000000,0.558000,87.90200,18.06300000,,,0.960000,,,28.95710000,2022
"HD 113337 c","HD 113337",5429.93477000000,6.8050000000,0.164000,57.47800,19.82100000,,,1.410000,,,36.18000000,2020
"HD 11343 c","HIP 8541",228.53731000000,0.9230000000,0.169000,,0.80400000,,,2.009000,,,155.12100000,2022
"HD 11505 b","HD 11505",32669.22247000000,20.2470000000,0.144000,87.50500,7.89900000,,,1.030000,,,38.96790000,2022
"HD 11506 d","HD 11506",26500.00000000000,18.2000000000,0.290000,90.00000,12.80000000,,,1.220000,,6123.00,51.26100000,2022
"HD 122562 c","HD 122562",84.96276000000,0.4060000000,0.228000,,0.23000000,,,1.241000,,,53.25280000,2022
"HD 125271 b","HD 125271",14901.99295000000,10.8170000000,0.165000,93.08800,10.90400000,,,0.750000,,,39.34660000,2022
"HD 127506 b","HD 127506",65.78395000000,0.2870000000,0.240000,,0.08600000,,,0.730000,,,22.52790000,2022
"HD 135872 b","HD 135872",2422.32597000000,4.1720000000,0.164000,93.87200,5.48900000,,,1.646000,,,82.42510000,2022
"HD 136118 b","HD 136118",1187.59765000000,2.3270000000,0.344000,116.77900,13.10200000,,,1.180000,,,51.43590000,2022
"HD 13724 c","HD 13724",142.22895000000,0.5340000000,0.651000,,0.16000000,,,1.004000,,,43.46500000,2022
"HD 140901 b","HD 140901",9.02378000000,0.0850000000,0.472000,,0.04900000,,,0.990000,,,15.25280000,2022
"HD 140901 c","HD 140901",14386.00000000000,11.8000000000,0.770000,40.00000,1.80000000,,,1.060000,,,15.25280000,2022
"HD 142 A d","HD 142",108.45299000000,0.4740000000,0.130000,,0.26000000,,,1.210000,,,26.18530000,2022
"HD 144899 b","HD 144899",40.43914000000,0.2420000000,0.821000,,0.06400000,,,1.160000,,,115.66500000,2022
"HD 149806 b","HD 149806",16521.52778000000,12.4040000000,0.357000,13.57400,12.59700000,,,0.930000,,,20.27270000,2022
"HD 151450 b","HD 151450",21.89288000000,0.1600000000,0.496000,,0.12100000,,,1.140000,,,43.60020000,2022
"HD 151450 c","HD 151450",18144.76236000000,14.1310000000,0.138000,42.36900,5.14800000,,,1.140000,,,43.60020000,2022
"HD 153557 b","HD 153557",7.29903000000,0.0680000000,0.065000,,0.06400000,,,0.790000,,,17.94120000,2022
"HD 153557 c","HD 153557",15.27018000000,0.1110000000,0.511000,,0.05500000,,,0.790000,,,17.94120000,2022
"HD 153557 d","HD 153557",40654.64809000000,21.4490000000,0.152000,14.32400,27.45400000,,,0.790000,,,17.94120000,2022
"HD 155918 b","HD 155918",1.87567000000,0.0300000000,0.194000,,0.02400000,,,1.030000,,,27.56100000,2022
"HD 155918 c","HD 155918",17202.19446000000,13.1830000000,0.071000,31.77100,5.90900000,,,1.030000,,,27.56100000,2022
"HD 156098 b","HD 156098",21.85849000000,0.1670000000,0.109000,,0.05000000,,,1.290000,,,48.24900000,2022
"HD 156098 c","HD 156098",7841.58390000000,8.4150000000,0.391000,23.46200,5.22800000,,,1.290000,,,48.24900000,2022
"HD 168863 b","HD 168863",14773.93272000000,10.9610000000,0.187000,129.83900,6.78000000,,,0.800000,,,39.89790000,2022
"HD 16905 b","HD 16905",10256.00000000000,8.8000000000,0.680000,43.00000,11.30000000,,,0.850000,,,39.74010000,2022
"HD 18143 b","HD 18143",10.28510000000,0.0880000000,0.224000,,0.03400000,,,0.850000,,,22.52430000,2022
"HD 18143 c","HD 18143",28982.41764000000,17.5300000000,0.194000,35.98000,9.99800000,,,0.850000,,,22.52430000,2022
"Kepler-915 b","Kepler-915",4.59489604000,,,,,0.13382104,,1.210000,1.380000,6173.00,849.03600000,2016
"HD 188641 b","HD 188641",14583.81038000000,12.0270000000,0.034000,49.24500,29.36500000,,,1.070000,,,64.33990000,2022
"HD 190228 b","HD 190228",1143.59858000000,2.4060000000,0.559000,94.98700,5.03000000,,,1.415000,,,62.71460000,2022
"HD 194490 b","HD 194490",13092.18348000000,11.1160000000,0.251000,57.99000,11.20700000,,,1.060000,,,80.23490000,2022
"HD 199509 b","HD 199509",99.62167000000,0.4260000000,0.373000,,0.13600000,,,1.040000,,,24.30560000,2022
"HD 204313 e","HD 204313",7325.64666000000,7.4570000000,0.253000,176.09200,15.31700000,,,1.030000,,,47.79450000,2022
"HD 205158 b","HD 205158",25.33798000000,0.1770000000,0.145000,,0.39200000,,,1.160000,,,86.61590000,2022
"HD 213519 b","HD 213519",11.12214000000,0.0990000000,0.413000,,0.02900000,,,1.050000,,,41.00140000,2022
"HD 217786 c","HD 217786",2.52221000000,0.0380000000,0.399000,,0.02300000,,,1.140000,,,55.48470000,2022
"HD 217958 b","HD 217958",2560.19774000000,3.7580000000,0.156000,91.35700,0.52400000,,,1.080000,,,61.79570000,2022
"HD 25912 b","HD 25912",41.83156000000,0.2420000000,0.050000,,0.12000000,,,1.080000,,,49.16610000,2022
"Kepler-916 b","Kepler-916",32.29687980000,,,,,0.15701668,,0.850000,0.810000,5248.00,830.71200000,2016
"HD 25912 c","HD 25912",26308.65619000000,17.8480000000,0.051000,88.33300,16.52700000,,,1.080000,,,49.16610000,2022
"HD 28185 c","HD 28185",9090.00000000000,8.5000000000,0.150000,66.00000,6.00000000,,,0.974000,1.048000,5602.00,39.38090000,2022
"HD 28192 b","HD 28192",14.23283000000,0.1180000000,0.104000,,0.31400000,,,1.080000,,,49.80630000,2022
"HD 29985 b","HD 29985",20608.14049000000,13.3900000000,0.261000,52.65800,5.47300000,,,0.750000,,,31.27070000,2022
"HD 43197 c","HD 43197",9295.97350000000,8.5400000000,0.149000,11.42000,7.86800000,,,0.960000,,,62.41120000,2022
"HD 457 b","HD 457",20324.58153000000,15.3690000000,0.565000,62.58500,26.57200000,,,1.150000,,,55.03750000,2022
"HD 56957 b","HD 56957",5859.08992000000,6.4260000000,0.273000,170.00600,5.91800000,,,1.030000,,,61.49250000,2022
"HD 62364 b","HD 62364",5138.00000000000,6.1500000000,0.607000,137.30000,18.77000000,,,1.157000,1.401000,6255.00,53.11200000,2022
"HD 62364 c","HD 62364",74839.94555000000,36.9840000000,0.773000,38.78900,24.93000000,,,1.190000,,,53.11200000,2022
"HD 62549 b","HD 62549",14306.88519000000,11.8420000000,0.150000,162.31300,8.51900000,,,1.080000,,,49.33050000,2022
"Kepler-50 b","Kepler-50",7.81254000000,0.0770000000,,,,0.15300000,,1.240000,1.580000,6225.00,250.11000000,2012
"HD 72659 c","HD 72659",35500.00000000000,21.5000000000,0.114000,40.00000,19.40000000,,,1.033000,1.360000,5929.00,51.89490000,2022
"HD 73267 c","HD 73267",17071.78045000000,12.6880000000,0.089000,91.84900,5.13100000,,,0.930000,,,50.40930000,2022
"HD 80883 b","HD 80883",6383.78352000000,6.4620000000,0.203000,141.31200,5.50000000,,,0.880000,,,34.60110000,2022
"HD 80913 b","HD 80913",10839.83341000000,9.9500000000,0.313000,22.33100,23.61400000,,,1.110000,,,61.36030000,2022
"HD 81817 c","HD 81817",622.97802000000,2.3250000000,0.095000,,22.60900000,,,4.300000,,,269.12600000,2022
"HD 86065 b","HD 86065",25775.78859000000,15.9470000000,0.219000,29.82100,9.05300000,,,0.810000,,,40.36610000,2022
"HD 88072 b","HD 88072",18538.79293000000,13.8950000000,0.156000,169.62600,7.90300000,,,1.040000,,,35.90980000,2022
"HD 93351 b","HD 93351",2.45946000000,0.0350000000,0.549000,,0.01100000,,,0.940000,,,56.16300000,2022
"HD 93351 c","HD 93351",14010.29410000000,11.1540000000,0.109000,14.63600,13.07000000,,,0.940000,,,56.16300000,2022
"HD 97037 b","HD 97037",6449.08337000000,6.9250000000,0.357000,14.56100,21.10500000,,,1.060000,,,32.41300000,2022
"GJ 2030 b","GJ 2030",2.38129000000,0.0340000000,0.239000,,0.01500000,,,0.960000,,,37.07880000,2022
"GJ 2030 c","GJ 2030",25533.11353000000,16.7610000000,0.041000,16.99900,12.80300000,,,0.960000,,,37.07880000,2022
"GJ 3222 b","GJ 3222",10.66669000000,0.0910000000,0.929000,,0.03600000,,,0.890000,,,18.23817000,2022
"GJ 680 b","GJ 680",17281.66514000000,10.1380000000,0.381000,21.98400,25.10000000,,,0.456000,,,9.67315000,2022
"GJ 9714 b","GJ 9714",19240.75467000000,12.3190000000,0.155000,155.32600,9.40300000,,,0.670000,,,20.51210000,2022
"HD 115404 A b","HD 115404 A",10.49488000000,0.0880000000,0.232000,,0.09700000,,,0.830000,,,10.98160000,2022
"HD 115404 A c","HD 115404 A",15319.22517000000,11.3640000000,0.211000,25.79100,10.31900000,,,0.830000,,,10.98160000,2022
"HD 12235 b","HD 12235",4.36305000000,0.0540000000,0.376000,,0.03300000,,,1.100000,,,31.76270000,2022
"HD 12235 c","HD 12235",36336.70679000000,22.2100000000,0.174000,47.73800,9.86600000,,,1.100000,,,31.76270000,2022
"HD 203387 b","HD 203387",512.53520000000,1.7710000000,0.732000,,3.48000000,,,2.817000,,,61.74770000,2022
"Kepler-408 b","Kepler-408",2.46502000000,,,,0.01573168,0.07300000,,1.080000,1.230000,6104.00,88.78320000,2014
"HD 203387 c","HD 203387",2481.07227000000,5.0670000000,0.202000,158.46200,7.48500000,,,2.817000,,,61.74770000,2022
"HIP 19976 b","HIP 19976",50.65905000000,0.2340000000,0.304000,,0.06800000,,,0.670000,,,40.27070000,2022
"HIP 35965 b","HIP 35965",26125.56497000000,15.8980000000,0.138000,43.69800,8.14900000,,,0.780000,,,50.16770000,2022
"HIP 55507 b","HIP 55507",5138.43727000000,5.0620000000,0.362000,135.02200,8.13500000,,,0.650000,,,25.48930000,2022
"HIP 948 b","HIP 948",24955.45756000000,15.0370000000,0.230000,110.99800,20.60000000,,,0.710000,,,34.85230000,2022
"OGLE-2019-BLG-1470L AB c","OGLE-2019-BLG-1470L A",,3.2000000000,,,2.20000000,,,0.570000,,,5900.00000000,2022
"TOI-5786 b","TOI-5786",12.77910700000,0.1140000000,,88.90000,0.22968369,0.76188908,1040.00,1.230000,1.360000,6235.00,192.47500000,2025
"TOI-5788 c","TOI-5788",16.21336200000,0.1197000000,0.046000,89.60000,0.02013665,0.20269461,667.00,0.870000,0.870000,5615.00,97.61400000,2026
"TOI-5788 b","TOI-5788",6.34075800000,0.0640000000,0.061000,87.94000,0.01170443,0.13631926,910.00,0.870000,0.870000,5615.00,97.61400000,2026
"TOI-5795 b","TOI-5795",6.14063250000,0.0640000000,0.250000,88.54000,0.07444269,0.50138368,1136.78,0.901000,1.082000,5715.00,156.53000000,2025
"TOI-5799 b","TOI-5799",4.16450700000,0.0348000000,,89.15000,,0.15460817,505.00,0.325000,0.321000,3452.00,27.81230000,2024
"TOI-5800 b","TOI-5800",2.62788380000,0.0344000000,0.300000,85.08000,0.02989034,0.21946688,1108.00,0.778000,0.773000,4850.00,42.90520000,2025
"HD 184010 b","HD 184010",286.60000000000,0.9400000000,0.000000,,0.31000000,,,1.350000,4.860000,4971.00,60.79930000,2022
"HD 184010 c","HD 184010",484.30000000000,1.3340000000,0.000000,,0.30000000,,,1.350000,4.860000,4971.00,60.79930000,2022
"HD 184010 d","HD 184010",836.40000000000,1.9200000000,0.000000,,0.45000000,,,1.350000,4.860000,4971.00,60.79930000,2022
"KIC 3526061 b","KIC 3526061",3552.00000000000,5.1400000000,0.850000,,18.15000000,,,1.420000,5.860000,4829.00,401.22900000,2022
"NGTS-21 b","NGTS-21",1.54338970000,0.0236000000,0.000000,83.85000,2.36000000,1.33000000,1357.00,0.720000,0.860000,4660.00,592.89100000,2022
"KMT-2021-BLG-1898L b","KMT-2021-BLG-1898L",,1.9000000000,,,0.73000000,,,0.480000,,,6900.00000000,2022
"HD 3167 e","HD 3167",96.63000000000,0.3885000000,0.150000,,0.02646082,,,0.837000,0.880000,5261.00,47.28990000,2022
"TOI-5803 b","TOI-5803",5.38305000000,,,89.30000,,0.29201585,678.87,0.870000,0.762500,5134.00,84.01260000,2023
"Kepler-76 b","Kepler-76",1.54492980000,0.0274000000,,77.55000,2.01000000,1.36000000,2140.00,1.200000,1.320000,6409.00,822.96000000,2013
"TOI-5817 b","TOI-5817",15.61031000000,0.1223000000,0.200000,88.72000,0.03240742,0.27477967,950.00,0.970000,1.427000,5770.00,80.75420000,2025
"TOI-969 c","TOI-969",1700.00000000000,2.5200000000,0.628000,,11.30000000,,96.40,0.734000,0.671000,4435.00,77.25540000,2022
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L",,2.4100000000,,,0.04600000,,,0.450000,,,7290.00000000,2022
"KMT-2021-BLG-0320L b","KMT-2021-BLG-0320L",,1.5400000000,,,0.10000000,,,0.320000,,,6950.00000000,2022
"KMT-2021-BLG-1303L b","KMT-2021-BLG-1303L",,2.8900000000,,,0.38000000,,,0.570000,,,6280.00000000,2022
"KMT-2021-BLG-1554L b","KMT-2021-BLG-1554L",,0.7200000000,,,0.12000000,,,0.080000,,,7680.00000000,2022
"Kepler-1762 b","Kepler-1762",29.53910065000,,,,,0.24625157,,1.298000,1.238000,6572.00,1663.74000000,2021
"HD 206893 b","HD 206893",9350.00000000000,9.6000000000,0.140000,146.80000,28.00000000,1.25000000,1429.20,1.320000,,,40.75830000,2021
"K2-411 b","K2-411",3.21410000000,0.0511000000,,90.00080,,0.08830419,,1.018000,1.375000,5711.00,298.21900000,2022
"K2-413 b","K2-413",0.80940000000,0.0117000000,,89.95180,,0.06779385,,0.808000,0.700000,4116.00,285.16200000,2022
"K2-413 c","K2-413",5.33010000000,0.0426000000,,89.99850,,0.10997432,,0.808000,0.700000,4116.00,285.16200000,2022
"K2-414 c","K2-414",6.66900000000,0.0552000000,,89.99730,,0.17206739,,0.814000,0.732000,4343.00,260.03600000,2022
"K2-414 b","K2-414",4.36960000000,0.0487000000,,90.00450,,0.10875208,,0.814000,0.732000,4343.00,260.03600000,2022
"K2-412 b","K2-412",5.93820000000,0.0586000000,,89.99800,,0.18877720,,0.893000,0.977000,5590.00,654.08500000,2022
"Kepler-1712 b","Kepler-1712",13.81499958000,,,,,0.20374070,,0.515000,0.509000,3732.00,156.26400000,2021
"Kepler-923 b","Kepler-923",6.93366476000,,,,,0.12311535,,1.110000,1.260000,5988.00,1000.28000000,2016
"NGTS-23 b","NGTS-23",4.07643260000,0.0504000000,0.000000,89.12000,0.61300000,1.26700000,1327.00,1.010000,1.240000,6057.00,1074.95000000,2022
"NGTS-25 b","NGTS-25",2.82309300000,0.0388000000,0.000000,89.34000,0.63900000,1.02300000,1101.00,0.910000,0.860000,5321.00,521.23300000,2022
"HD 191939 g","HD 191939",284.00000000000,0.8120000000,0.030000,,0.04247575,,278.00,0.810000,0.940000,5348.00,53.60890000,2022
"TOI-5882 b","TOI-5882",7.14897200000,0.0804000000,0.033900,88.56000,22.01000000,1.02300000,1515.00,1.334000,2.260000,5920.00,416.10400000,2025
"Kepler-924 b","Kepler-924",61.03701170000,,,,,0.27388706,,1.140000,1.230000,6167.00,1053.04000000,2016
"TOI-5916 b","TOI-5916",2.36712800000,0.0262000000,0.090000,89.20000,0.71300000,1.01300000,683.00,0.477000,0.480000,3613.00,199.72400000,2026
